,Molecule,Tango,Waltz,Length
234,mutant_234,37.87309523809524,5.886333333333333,42
235,mutant_235,37.87428571428571,5.887333333333333,42
236,mutant_236,37.87547619047619,5.887690476190476,42
237,mutant_237,37.87547619047619,5.887690476190476,42
238,mutant_238,37.87547619047619,5.887690476190476,42
239,mutant_239,37.87547619047619,5.887690476190476,42
240,mutant_240,37.87547619047619,5.887690476190476,42
241,mutant_241,37.87547619047619,5.887690476190476,42
242,mutant_242,37.87547619047619,5.887690476190476,42
243,mutant_243,37.87547619047619,5.887690476190476,42
244,mutant_244,37.87547619047619,5.887690476190476,42
245,mutant_245,37.87547619047619,5.887690476190476,42
246,mutant_246,37.87547619047619,5.887690476190476,42
247,mutant_247,37.87547619047619,5.887690476190476,42
248,mutant_248,37.87404761904762,5.889714285714286,42
249,mutant_249,37.87166666666666,5.893428571428571,42
250,mutant_250,37.87309523809524,5.891333333333334,42
251,mutant_251,37.86309523809524,5.906928571428572,42
252,mutant_252,37.87880952380952,5.882357142857143,42
253,mutant_253,37.86119047619048,5.909833333333333,42
254,mutant_254,37.86119047619048,5.909833333333333,42
255,mutant_255,37.82452380952381,5.968095238095238,42
256,mutant_256,37.82452380952381,5.968738095238096,42
257,mutant_257,37.82452380952381,5.9668809523809525,42
258,mutant_258,37.82452380952381,5.972642857142857,42
259,mutant_259,37.87095238095238,5.885190476190476,42
260,mutant_260,37.87095238095238,5.886333333333333,42
261,mutant_261,37.86333333333333,5.906714285714285,42
262,mutant_262,37.913333333333334,5.827571428571429,42
263,mutant_263,37.86333333333333,5.906714285714285,42
264,mutant_264,37.86333333333333,5.906714285714285,42
265,mutant_265,37.86333333333333,5.906714285714285,42
266,mutant_266,37.86333333333333,5.907047619047619,42
267,mutant_267,37.86333333333333,5.906857142857143,42
268,mutant_268,37.87095238095238,5.8872857142857145,42
269,mutant_269,37.86333333333333,5.906714285714285,42
270,mutant_270,37.86333333333333,5.906714285714285,42
271,mutant_271,37.86333333333333,5.907214285714286,42
272,mutant_272,37.86333333333333,5.9194523809523805,42
273,mutant_273,37.82452380952381,5.967142857142857,42
274,mutant_274,37.82261904761905,5.966285714285714,42
275,mutant_275,37.82261904761905,5.966285714285714,42
276,mutant_276,37.82452380952381,5.9668809523809525,42
277,mutant_277,37.82452380952381,5.9668809523809525,42
278,mutant_278,37.82452380952381,5.9668809523809525,42
279,mutant_279,37.86333333333333,5.966714285714286,42
280,mutant_280,37.95619047619048,5.858142857142857,42
281,mutant_281,37.84285714285714,5.9783333333333335,42
282,mutant_282,37.94166666666666,5.871595238095238,42
283,mutant_283,37.875238095238096,5.887690476190476,42
284,mutant_284,37.88047619047619,5.887690476190476,42
285,mutant_285,37.87809523809524,5.887690476190476,42
286,mutant_286,37.87119047619048,5.887714285714286,42
287,mutant_287,37.88,5.887690476190476,42
288,mutant_288,37.87952380952381,5.887690476190476,42
289,mutant_289,37.87404761904762,5.886880952380952,42
290,mutant_290,37.88,5.889333333333333,42
291,mutant_291,37.88,5.889428571428572,42
292,mutant_292,37.88214285714285,5.889738095238095,42
293,mutant_293,37.88380952380952,5.891333333333334,42
294,mutant_294,37.88285714285714,5.890285714285715,42
295,mutant_295,37.88380952380952,5.893547619047619,42
296,mutant_296,37.88380952380952,5.890523809523809,42
297,mutant_297,37.874761904761904,5.887666666666667,42
298,mutant_298,37.87690476190476,5.888357142857143,42
299,mutant_299,37.87238095238096,5.886666666666667,42
300,mutant_300,37.87119047619048,5.886404761904762,42
301,mutant_301,38.90047619047619,3.1381666666666668,42
302,mutant_302,37.87619047619047,5.887142857142857,42
303,mutant_303,37.7047619047619,5.888071428571429,42
304,mutant_304,37.71095238095238,5.888071428571429,42
305,mutant_305,37.87595238095238,5.88697619047619,42
306,mutant_306,34.845238095238095,5.987214285714286,42
307,mutant_307,37.87738095238095,5.8875714285714285,42
308,mutant_308,36.17,5.986690476190477,42
309,mutant_309,33.7652380952381,5.9987619047619045,42
310,mutant_310,33.75642857142857,6.000452380952381,42
311,mutant_311,35.0947619047619,5.994428571428571,42
312,mutant_312,34.89523809523809,5.989857142857143,42
313,mutant_313,37.19166666666666,5.980833333333333,42
314,mutant_314,35.78380952380952,5.993880952380953,42
315,mutant_315,38.81833333333333,3.1552857142857142,42
316,mutant_316,34.92761904761905,5.987976190476191,42
317,mutant_317,37.29690476190476,5.995047619047619,42
318,mutant_318,37.87809523809524,5.887690476190476,42
319,mutant_319,37.87642857142857,5.887690476190476,42
320,mutant_320,37.87880952380952,5.887690476190476,42
321,mutant_321,37.8802380952381,5.887690476190476,42
322,mutant_322,37.87904761904762,5.887690476190476,42
323,mutant_323,37.83952380952381,5.868809523809524,42
324,mutant_324,37.87595238095238,5.887690476190476,42
325,mutant_325,37.77047619047619,5.806785714285714,42
326,mutant_326,35.89833333333333,5.984928571428571,42
327,mutant_327,39.93666666666667,2.8823333333333334,42
328,mutant_328,38.830714285714286,3.210309523809524,42
329,mutant_329,39.244285714285716,3.054904761904762,42
330,mutant_330,34.580238095238094,11.890880952380952,42
331,mutant_331,33.40071428571429,0.34286666666666665,42
332,mutant_332,37.870714285714286,1.756607142857143,42
333,mutant_333,39.80428571428571,5.0511904761904765,42
334,mutant_334,30.462142857142858,9.13595238095238,42
335,mutant_335,38.343809523809526,12.9495,42
336,mutant_336,34.773809523809526,13.156333333333334,42
337,mutant_337,39.97833333333333,3.0752619047619048,42
338,mutant_338,39.64142857142857,6.953428571428571,42
339,mutant_339,34.00190476190476,12.21340476190476,42
340,mutant_340,36.76119047619048,0.7181547619047619,42
341,mutant_341,39.98880952380952,2.073380952380952,42
342,mutant_342,37.87380952380953,5.8863095238095235,42
343,mutant_343,39.21666666666666,1.40055,42
344,mutant_344,37.982142857142854,5.847928571428572,42
345,mutant_345,36.0197619047619,8.659714285714287,42
346,mutant_346,35.99904761904762,8.669785714285714,42
347,mutant_347,37.89261904761905,5.882357142857143,42
348,mutant_348,37.85452380952381,5.879547619047619,42
349,mutant_349,38.09309523809524,5.803357142857143,42
350,mutant_350,39.69761904761905,5.723999999999999,42
351,mutant_351,37.44404761904762,5.897095238095238,42
352,mutant_352,39.9697619047619,1.6610833333333335,42
353,mutant_353,35.229285714285716,8.962785714285715,42
354,mutant_354,40.00476190476191,2.8898571428571427,42
355,mutant_355,40.12428571428571,1.8162238095238097,42
356,mutant_356,39.05119047619048,2.9245952380952382,42
357,mutant_357,41.329047619047614,0.28049285714285715,42
358,mutant_358,41.0,3.529190476190476,42
359,mutant_359,39.51714285714286,2.5145238095238094,42
360,mutant_360,41.050714285714285,0.6952404761904761,42
361,mutant_361,41.34023809523809,0.5288714285714285,42
362,mutant_362,32.4052380952381,3.197238095238095,42
363,mutant_363,38.79309523809523,7.775714285714285,42
364,mutant_364,39.325,1.5745547619047617,42
365,mutant_365,35.994285714285716,3.507333333333333,42
366,mutant_366,39.102619047619044,0.23744738095238094,42
367,mutant_367,39.332142857142856,1.3970047619047619,42
368,mutant_368,35.55047619047619,1.1969642857142857,42
369,mutant_369,29.28047619047619,0.9677190476190476,42
370,mutant_370,35.87904761904762,11.075666666666667,42
371,mutant_371,37.96404761904762,5.757000000000001,42
372,mutant_372,38.694761904761904,9.854,42
373,mutant_373,37.849047619047624,10.068523809523809,42
374,mutant_374,39.05690476190476,4.21097619047619,42
375,mutant_375,11.422571428571429,6.373904761904762,42
376,mutant_376,10.618238095238095,6.496380952380953,42
377,mutant_377,11.778309523809524,6.4274523809523805,42
378,mutant_378,37.87809523809524,5.888595238095238,42
379,mutant_379,37.87619047619047,5.887928571428572,42
380,mutant_380,37.87809523809524,5.888595238095238,42
381,mutant_381,37.87809523809524,5.888595238095238,42
382,mutant_382,37.87809523809524,5.888595238095238,42
383,mutant_383,37.90880952380952,5.857904761904762,42
384,mutant_384,37.87809523809524,5.890333333333333,42
385,mutant_385,37.87642857142857,5.888166666666667,42
386,mutant_386,37.87809523809524,5.888833333333333,42
387,mutant_387,37.87809523809524,5.888690476190476,42
388,mutant_388,37.90642857142857,5.9095,42
389,mutant_389,37.87619047619047,5.888119047619047,42
390,mutant_390,37.8902380952381,5.869571428571429,42
391,mutant_391,37.87809523809524,5.888595238095238,42
392,mutant_392,37.90833333333334,5.857738095238095,42
393,mutant_393,37.892380952380954,5.888357142857143,42
394,mutant_394,37.91952380952381,5.802690476190476,42
395,mutant_395,37.87595238095238,5.887047619047619,42
396,mutant_396,37.87309523809524,5.884047619047619,42
397,mutant_397,37.87809523809524,5.888595238095238,42
398,mutant_398,37.92785714285714,5.809428571428572,42
399,mutant_399,37.87809523809524,5.888595238095238,42
400,mutant_400,37.87809523809524,5.888595238095238,42
401,mutant_401,37.87357142857143,5.887238095238096,42
402,mutant_402,37.92619047619048,5.8189761904761905,42
403,mutant_403,37.87357142857143,6.899071428571429,42
404,mutant_404,37.87214285714286,6.005214285714286,42
405,mutant_405,37.87214285714286,5.892309523809524,42
406,mutant_406,37.87428571428571,5.890738095238095,42
407,mutant_407,37.87619047619047,8.7365,42
408,mutant_408,37.875238095238096,5.887738095238095,42
409,mutant_409,37.8902380952381,5.8956904761904765,42
410,mutant_410,37.87785714285714,5.888333333333334,42
411,mutant_411,37.875,5.886904761904762,42
412,mutant_412,37.870714285714286,7.519333333333334,42
413,mutant_413,37.86833333333333,5.883761904761904,42
414,mutant_414,37.87190476190476,6.046595238095238,42
415,mutant_415,37.92785714285714,5.809452380952381,42
416,mutant_416,37.87809523809524,5.888595238095238,42
417,mutant_417,37.87809523809524,5.888595238095238,42
418,mutant_418,37.87809523809524,5.888595238095238,42
419,mutant_419,37.87809523809524,5.888595238095238,42
420,mutant_420,37.87809523809524,5.888595238095238,42
421,mutant_421,37.925714285714285,5.809,42
422,mutant_422,37.87380952380953,5.890238095238095,42
423,mutant_423,37.87190476190476,5.885857142857143,42
424,mutant_424,37.87547619047619,5.886619047619048,42
425,mutant_425,38.08261904761905,5.807595238095239,42
426,mutant_426,27.660714285714285,0.10306761904761903,42
427,mutant_427,28.060714285714283,2.296992857142857,42
428,mutant_428,32.381190476190476,2.255142857142857,42
429,mutant_429,29.023333333333333,0.9470785714285713,42
430,mutant_430,38.606904761904765,7.255833333333333,42
431,mutant_431,28.07547619047619,13.387452380952382,42
432,mutant_432,27.56952380952381,1.4376380952380952,42
433,mutant_433,27.704761904761902,0.07054738095238096,42
434,mutant_434,27.586904761904766,0.13180619047619047,42
435,mutant_435,27.561666666666664,6.764785714285714,42
436,mutant_436,27.55309523809524,10.404523809523809,42
437,mutant_437,33.393095238095235,8.318642857142857,42
438,mutant_438,28.640476190476193,1.5289190476190477,42
439,mutant_439,38.64642857142857,2.139,42
440,mutant_440,37.21190476190476,8.783619047619046,42
441,mutant_441,30.69285714285714,6.097285714285714,42
442,mutant_442,37.43666666666667,0.27289523809523814,42
443,mutant_443,27.604047619047616,0.0150515,42
444,mutant_444,37.89952380952381,5.8795714285714284,42
445,mutant_445,37.87904761904762,5.887238095238096,42
446,mutant_446,37.867380952380955,5.885,42
447,mutant_447,37.85785714285714,5.907619047619048,42
448,mutant_448,37.889761904761905,5.869428571428571,42
449,mutant_449,37.87785714285714,5.8878571428571425,42
450,mutant_450,37.91166666666667,5.798571428571428,42
451,mutant_451,37.87214285714286,5.88347619047619,42
452,mutant_452,37.875238095238096,5.886571428571428,42
453,mutant_453,37.86904761904762,5.8821666666666665,42
454,mutant_454,37.87785714285714,5.887595238095238,42
455,mutant_455,37.90380952380953,5.821404761904762,42
456,mutant_456,37.86119047619048,5.905309523809524,42
457,mutant_457,37.87428571428571,5.886571428571428,42
458,mutant_458,37.863571428571426,5.906809523809524,42
459,mutant_459,37.8597619047619,5.904857142857143,42
460,mutant_460,37.85785714285714,5.904547619047619,42
461,mutant_461,37.86261904761905,5.905952380952381,42
462,mutant_462,37.93785714285715,5.809857142857143,42
463,mutant_463,37.85738095238095,5.90747619047619,42
464,mutant_464,37.861428571428576,5.9088095238095235,42
465,mutant_465,37.859047619047615,5.90802380952381,42
466,mutant_466,37.855714285714285,5.906857142857143,42
467,mutant_467,37.86642857142857,5.953095238095238,42
468,mutant_468,37.86214285714286,5.906309523809524,42
469,mutant_469,37.87547619047619,5.887690476190476,42
470,mutant_470,37.87309523809524,5.886380952380953,42
471,mutant_471,37.869285714285716,5.884428571428571,42
472,mutant_472,37.87547619047619,5.887690476190476,42
473,mutant_473,37.87547619047619,5.887690476190476,42
474,mutant_474,37.87547619047619,5.887690476190476,42
475,mutant_475,37.87547619047619,5.887690476190476,42
476,mutant_476,37.87547619047619,5.887690476190476,42
477,mutant_477,37.88738095238095,5.868666666666667,42
478,mutant_478,37.87547619047619,5.887690476190476,42
479,mutant_479,37.90952380952381,5.858190476190477,42
480,mutant_480,37.87547619047619,5.887690476190476,42
481,mutant_481,37.92523809523809,5.808571428571429,42
482,mutant_482,37.87547619047619,5.887690476190476,42
483,mutant_483,37.87547619047619,5.887690476190476,42
484,mutant_484,37.87547619047619,5.887690476190476,42
485,mutant_485,37.87547619047619,5.887690476190476,42
486,mutant_486,37.87547619047619,5.887690476190476,42
487,mutant_487,37.87547619047619,5.887690476190476,42
488,mutant_488,37.88738095238095,5.868666666666667,42
489,mutant_489,37.87547619047619,5.887690476190476,42
490,mutant_490,37.92523809523809,5.808547619047619,42
491,mutant_491,37.90952380952381,5.858190476190477,42
492,mutant_492,37.87547619047619,5.887690476190476,42
493,mutant_493,37.87547619047619,5.887690476190476,42
494,mutant_494,37.87547619047619,5.887690476190476,42
495,mutant_495,37.87309523809524,5.891333333333334,42
496,mutant_496,37.87880952380952,5.882428571428572,42
497,mutant_497,37.864285714285714,5.905333333333333,42
498,mutant_498,37.87309523809524,5.891333333333334,42
499,mutant_499,37.87309523809524,5.891333333333334,42
500,mutant_500,37.863571428571426,5.906119047619048,42
501,mutant_501,37.87690476190476,5.88552380952381,42
502,mutant_502,37.86119047619048,5.909833333333333,42
503,mutant_503,37.90261904761905,5.858333333333333,42
504,mutant_504,37.87547619047619,5.887690476190476,42
505,mutant_505,37.87166666666666,5.893428571428571,42
506,mutant_506,37.87547619047619,5.887690476190476,42
507,mutant_507,37.87547619047619,5.887690476190476,42
508,mutant_508,37.87547619047619,5.887690476190476,42
509,mutant_509,37.87547619047619,5.887690476190476,42
510,mutant_510,37.87547619047619,5.887690476190476,42
511,mutant_511,37.87547619047619,5.887690476190476,42
512,mutant_512,37.88738095238095,5.868666666666667,42
513,mutant_513,37.87547619047619,5.887690476190476,42
514,mutant_514,37.92523809523809,5.808547619047619,42
515,mutant_515,37.92523809523809,5.808571428571429,42
516,mutant_516,37.87547619047619,5.887690476190476,42
517,mutant_517,37.87547619047619,5.887690476190476,42
518,mutant_518,37.87547619047619,5.887690476190476,42
519,mutant_519,37.87595238095238,5.887904761904762,42
520,mutant_520,37.87309523809524,5.886333333333333,42
521,mutant_521,37.87047619047619,5.8860238095238095,42
522,mutant_522,37.87595238095238,5.888214285714286,42
523,mutant_523,37.88809523809524,5.868904761904762,42
524,mutant_524,37.87595238095238,5.887904761904762,42
525,mutant_525,37.90785714285715,5.857095238095238,42
526,mutant_526,37.87309523809524,5.886452380952381,42
527,mutant_527,37.87547619047619,5.887690476190476,42
528,mutant_528,37.87595238095238,5.887904761904762,42
529,mutant_529,37.92523809523809,5.807952380952381,42
530,mutant_530,37.87547619047619,5.887690476190476,42
531,mutant_531,37.87238095238096,5.886,42
532,mutant_532,37.87357142857143,5.887190476190476,42
533,mutant_533,37.87357142857143,5.887380952380953,42
534,mutant_534,37.88785714285714,5.868785714285714,42
535,mutant_535,37.87285714285714,5.886190476190476,42
536,mutant_536,37.9247619047619,5.807738095238095,42
537,mutant_537,37.87095238095238,5.8853333333333335,42
